en,zh,k_en,k_zh,k_min,assigned_domain,confidence,vote_breakdown
regulating,規管制度,8,7,7,administrative,0.7143,"{""administrative"": 5, ""criminal"": 2}"
rehabilitate,改過自新,0,8,0,labor_social,0.4286,"{""procedure"": 2, ""labor_social"": 3, ""administrative"": 2}"
rehear,再次聆訊,6,5,5,administrative,0.2857,"{""administrative"": 2, ""constitutional"": 2, ""criminal"": 1, ""procedure"": 2}"
reimburse,償還,8,8,8,labor_social,0.8571,"{""labor_social"": 6, ""administrative"": 1}"
reimprison,將……再度監禁,2,0,0,administrative,0.4286,"{""administrative"": 3, ""criminal"": 2, ""constitutional"": 2}"
reinstatement,恢復,8,8,8,criminal,0.4286,"{""administrative"": 2, ""criminal"": 3, ""civil"": 1, ""procedure"": 1}"
reinsurance,超額賠款再保險,8,1,1,civil,0.2857,"{""civil"": 2, ""labor_social"": 2, ""procedure"": 1, ""administrative"": 2}"
reinsurer,再保險人,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 2, ""administrative"": 1, ""procedure"": 1}"
re-integration,重新融入社會,1,4,1,civil,0.2857,"{""civil"": 2, ""constitutional"": 2, ""administrative"": 2, ""procedure"": 1}"
reinvest,再投資,2,8,2,civil,0.8571,"{""labor_social"": 1, ""civil"": 6}"
reissue,重新發出,8,8,8,procedure,0.4286,"{""administrative"": 2, ""procedure"": 3, ""civil"": 1, ""criminal"": 1}"
reject,否決,8,8,8,criminal,0.4286,"{""criminal"": 3, ""administrative"": 2, ""procedure"": 1, ""civil"": 1}"
rejection,否決,8,8,8,criminal,0.2857,"{""criminal"": 2, ""administrative"": 2, ""civil"": 1, ""procedure"": 1, ""labor_social"": 1}"
relate,與兒童有關工作,8,0,0,procedure,0.4286,"{""procedure"": 3, ""administrative"": 2, ""constitutional"": 1, ""criminal"": 1}"
relating to,與……有關,8,0,0,international,0.4286,"{""civil"": 1, ""international"": 3, ""administrative"": 1, ""constitutional"": 1, ""procedure"": 1}"
relative,近親,8,8,8,civil,0.2857,"{""international"": 1, ""procedure"": 1, ""administrative"": 1, ""civil"": 2, ""labor_social"": 1, ""constitutional"": 1}"
relax,放寬……的……規定,8,0,0,administrative,0.2857,"{""administrative"": 2, ""labor_social"": 2, ""procedure"": 2, ""constitutional"": 1}"
relay,轉發,8,1,1,procedure,0.2857,"{""procedure"": 2, ""labor_social"": 2, ""international"": 2, ""civil"": 1}"
relevance,是否相關的標準,8,0,0,procedure,0.4286,"{""criminal"": 2, ""procedure"": 3, ""international"": 1, ""civil"": 1}"
relevant to,與……有關,8,0,0,administrative,0.2857,"{""administrative"": 2, ""procedure"": 1, ""constitutional"": 1, ""labor_social"": 1, ""international"": 1, ""criminal"": 1}"
reliability,可靠性,8,8,8,administrative,0.2857,"{""criminal"": 1, ""administrative"": 2, ""procedure"": 1, ""civil"": 1, ""labor_social"": 2}"
reliance,依賴,8,8,8,civil,0.7143,"{""constitutional"": 1, ""labor_social"": 1, ""civil"": 5}"
relieve,免除,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""procedure"": 1, ""criminal"": 2}"
relinquish,放棄,5,8,5,criminal,0.4286,"{""procedure"": 2, ""criminal"": 3, ""administrative"": 1, ""labor_social"": 1}"
relocation,遷移,3,8,3,civil,0.4286,"{""civil"": 3, ""labor_social"": 3, ""constitutional"": 1}"
rely,依據,8,8,8,civil,0.2857,"{""civil"": 2, ""administrative"": 1, ""procedure"": 2, ""labor_social"": 1, ""international"": 1}"
remain,保持緘默的權利,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 1, ""procedure"": 2, ""civil"": 1}"
remainderman,剩餘權益擁有人,1,0,0,civil,0.4286,"{""civil"": 3, ""labor_social"": 1, ""administrative"": 1, ""constitutional"": 1, ""international"": 1}"
remaining,餘下的共同受權人,8,0,0,labor_social,0.2857,"{""labor_social"": 2, ""civil"": 1, ""criminal"": 1, ""international"": 1, ""constitutional"": 1, ""procedure"": 1}"
remark,論述,3,8,3,procedure,0.5714,"{""procedure"": 4, ""labor_social"": 1, ""criminal"": 2}"
remorse,沒有悔意,0,0,0,criminal,0.8571,"{""criminal"": 6, ""procedure"": 1}"
remote,不論……可能性有多低,8,0,0,international,0.2857,"{""administrative"": 1, ""civil"": 1, ""constitutional"": 1, ""international"": 2, ""labor_social"": 1, ""criminal"": 1}"
remunerate,給予……酬金,3,0,0,labor_social,0.5714,"{""labor_social"": 4, ""civil"": 1, ""procedure"": 1, ""criminal"": 1}"
rendering,給付,8,6,6,administrative,0.4286,"{""procedure"": 2, ""constitutional"": 1, ""administrative"": 3, ""labor_social"": 1}"
renew,續期,8,8,8,procedure,0.4286,"{""constitutional"": 2, ""procedure"": 3, ""labor_social"": 1, ""criminal"": 1}"
renewable,可續期,8,8,8,labor_social,0.5714,"{""international"": 1, ""labor_social"": 4, ""civil"": 2}"
renewed,重新發出……的令狀,8,0,0,procedure,0.2857,"{""procedure"": 2, ""constitutional"": 1, ""labor_social"": 2, ""administrative"": 1, ""civil"": 1}"
renounce,放棄,8,8,8,criminal,0.2857,"{""criminal"": 2, ""procedure"": 2, ""administrative"": 2, ""labor_social"": 1}"
rental,租金,8,8,8,civil,0.5714,"{""civil"": 4, ""administrative"": 1, ""labor_social"": 1, ""procedure"": 1}"
rent-book,租金冊,1,3,1,labor_social,0.5714,"{""civil"": 2, ""labor_social"": 4, ""administrative"": 1}"
re-occupy,重新佔用,1,1,1,civil,0.2857,"{""administrative"": 1, ""constitutional"": 1, ""labor_social"": 1, ""civil"": 2, ""criminal"": 1, ""procedure"": 1}"
re-open,控方重開案件提證,8,0,0,procedure,0.4286,"{""administrative"": 1, ""procedure"": 3, ""labor_social"": 2, ""criminal"": 1}"
repatriate,遣返,1,8,1,civil,0.2857,"{""civil"": 2, ""criminal"": 1, ""labor_social"": 1, ""administrative"": 1, ""constitutional"": 1, ""procedure"": 1}"
repatriation,送返,8,7,7,civil,0.4286,"{""administrative"": 1, ""criminal"": 2, ""civil"": 3, ""procedure"": 1}"
repay,退回,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""civil"": 3, ""criminal"": 1}"
repayable,發還,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""civil"": 2, ""criminal"": 1}"
repeatedly,重複,8,8,8,criminal,0.7143,"{""criminal"": 5, ""administrative"": 2}"
repel,驅除,0,8,0,criminal,0.5714,"{""criminal"": 4, ""administrative"": 1, ""international"": 1, ""labor_social"": 1}"
replacement,替代受權人,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 3, ""constitutional"": 1}"
replica,複製本,8,8,8,procedure,0.7143,"{""civil"": 1, ""procedure"": 5, ""criminal"": 1}"
reportable,須呈報的死亡個案,8,0,0,procedure,0.4286,"{""labor_social"": 1, ""administrative"": 1, ""procedure"": 3, ""criminal"": 2}"
reporting,自願舉報制度,8,0,0,procedure,0.4286,"{""procedure"": 3, ""administrative"": 3, ""criminal"": 1}"
repo-style transaction,回購形式交易,8,8,8,civil,0.7143,"{""civil"": 5, ""labor_social"": 2}"
reprint,重印本,1,1,1,procedure,0.5714,"{""administrative"": 1, ""procedure"": 4, ""civil"": 2}"
reproduce,重現,8,8,8,constitutional,0.2857,"{""constitutional"": 2, ""labor_social"": 1, ""procedure"": 2, ""administrative"": 2}"
reproduction,複製本,8,8,8,labor_social,0.2857,"{""civil"": 1, ""labor_social"": 2, ""administrative"": 1, ""procedure"": 1, ""constitutional"": 2}"
repudiate,已廢除,1,8,1,criminal,0.4286,"{""criminal"": 3, ""administrative"": 1, ""labor_social"": 1, ""procedure"": 2}"
repugnant,抵觸,1,8,1,criminal,1.0,"{""criminal"": 7}"
repurchase,購回,8,8,8,civil,0.5714,"{""civil"": 4, ""administrative"": 1, ""labor_social"": 2}"
reputation,信用,8,8,8,administrative,0.2857,"{""administrative"": 2, ""civil"": 1, ""criminal"": 2, ""procedure"": 1, ""international"": 1}"
requestor,提出要求者,8,8,8,civil,0.4286,"{""civil"": 3, ""labor_social"": 1, ""procedure"": 2, ""administrative"": 1}"
require,要求,8,8,8,administrative,0.4286,"{""administrative"": 3, ""civil"": 3, ""procedure"": 1}"
required,規定技能,8,6,6,administrative,0.5714,"{""administrative"": 4, ""civil"": 1, ""procedure"": 1, ""labor_social"": 1}"
requisite,必需,8,8,8,administrative,0.4286,"{""administrative"": 3, ""civil"": 3, ""procedure"": 1}"
requisitionist,請求人,0,8,0,civil,0.4286,"{""civil"": 3, ""constitutional"": 1, ""labor_social"": 2, ""administrative"": 1}"
re-register,重新登記,1,8,1,administrative,0.7143,"{""administrative"": 5, ""procedure"": 1, ""criminal"": 1}"
re-registration,重新註冊,8,8,8,administrative,0.8571,"{""administrative"": 6, ""procedure"": 1}"
reseal,再加蓋印章,1,2,1,administrative,0.4286,"{""procedure"": 2, ""criminal"": 2, ""administrative"": 3}"
resemble,與……極為相似,6,0,0,procedure,0.2857,"{""procedure"": 2, ""criminal"": 2, ""constitutional"": 1, ""administrative"": 1, ""international"": 1}"
reside,通常居住,8,8,8,civil,0.5714,"{""labor_social"": 2, ""civil"": 4, ""administrative"": 1}"
resign,辭職,8,8,8,procedure,0.2857,"{""labor_social"": 1, ""procedure"": 2, ""criminal"": 2, ""administrative"": 1, ""constitutional"": 1}"
resignation,辭職,8,8,8,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 2, ""criminal"": 2, ""administrative"": 1}"
resist,抗辯,8,8,8,procedure,0.4286,"{""administrative"": 1, ""procedure"": 3, ""criminal"": 3}"
resited,重建村落,1,1,1,administrative,0.4286,"{""administrative"": 3, ""procedure"": 3, ""criminal"": 1}"
respect,就……而,8,0,0,administrative,0.4286,"{""civil"": 1, ""procedure"": 1, ""administrative"": 3, ""labor_social"": 1, ""criminal"": 1}"
respective,各別年期的未屆滿剩餘部分,8,0,0,international,0.4286,"{""constitutional"": 1, ""international"": 3, ""labor_social"": 1, ""procedure"": 2}"
respondentia,船貨抵押借款,1,1,1,procedure,0.5714,"{""procedure"": 4, ""criminal"": 1, ""civil"": 1, ""labor_social"": 1}"
rest,由……負上,8,0,0,administrative,0.4286,"{""labor_social"": 2, ""administrative"": 3, ""constitutional"": 1, ""procedure"": 1}"
restate,重申,0,1,0,civil,0.5714,"{""civil"": 4, ""criminal"": 1, ""administrative"": 1, ""procedure"": 1}"
restatement,重新呈述,2,2,2,civil,0.4286,"{""civil"": 3, ""administrative"": 1, ""procedure"": 2, ""international"": 1}"
restaurant,水上食肆,8,8,8,labor_social,0.5714,"{""labor_social"": 4, ""administrative"": 1, ""civil"": 2}"
restore,還原,8,8,8,procedure,0.4286,"{""procedure"": 3, ""criminal"": 1, ""civil"": 1, ""administrative"": 2}"
restrict,只限……,8,0,0,procedure,0.4286,"{""criminal"": 2, ""procedure"": 3, ""administrative"": 2}"
restricted,附有保留或限制,8,0,0,criminal,0.4286,"{""procedure"": 2, ""criminal"": 3, ""administrative"": 2}"
restriction,限制處理權,8,0,0,procedure,0.4286,"{""procedure"": 3, ""criminal"": 3, ""administrative"": 1}"
re-submit,再呈交,3,1,1,procedure,0.2857,"{""procedure"": 2, ""administrative"": 2, ""constitutional"": 1, ""criminal"": 2}"
result,導致,8,8,8,labor_social,0.4286,"{""constitutional"": 1, ""international"": 1, ""labor_social"": 3, ""criminal"": 1, ""civil"": 1}"
resume,收回……土地,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 2, ""procedure"": 1, ""constitutional"": 1}"
resumed,復開,8,6,6,criminal,0.4286,"{""administrative"": 1, ""criminal"": 3, ""procedure"": 2, ""labor_social"": 1}"
resupply,重新供應,3,3,3,labor_social,0.4286,"{""labor_social"": 3, ""administrative"": 1, ""international"": 2, ""civil"": 1}"
retail,零售獎勵捐款人,8,0,0,civil,0.4286,"{""civil"": 3, ""labor_social"": 3, ""international"": 1}"
retained,帳戶中……的留存款額,8,0,0,civil,0.4286,"{""labor_social"": 2, ""civil"": 3, ""criminal"": 1, ""procedure"": 1}"
retake,將……再捉拿,2,0,0,procedure,0.4286,"{""procedure"": 3, ""administrative"": 1, ""criminal"": 1, ""constitutional"": 1, ""labor_social"": 1}"
retire,卸任,8,8,8,labor_social,0.4286,"{""labor_social"": 3, ""procedure"": 1, ""constitutional"": 2, ""criminal"": 1}"
retirement,陪審團退庭商議,8,0,0,labor_social,0.5714,"{""labor_social"": 4, ""constitutional"": 1, ""administrative"": 1, ""criminal"": 1}"
retiring,卸任受託人,8,1,1,labor_social,0.4286,"{""labor_social"": 3, ""procedure"": 1, ""administrative"": 2, ""constitutional"": 1}"
retitle,改稱,1,1,1,administrative,0.2857,"{""constitutional"": 1, ""administrative"": 2, ""labor_social"": 1, ""international"": 1, ""procedure"": 1, ""civil"": 1}"
retransfer,再轉任,8,1,1,civil,0.7143,"{""civil"": 5, ""administrative"": 1, ""labor_social"": 1}"
retransmit,再傳送,2,8,2,civil,0.5714,"{""civil"": 4, ""international"": 1, ""administrative"": 1, ""procedure"": 1}"
retrial,指令重審,8,0,0,criminal,0.7143,"{""criminal"": 5, ""procedure"": 2}"
retrieve,檢索,8,8,8,procedure,0.7143,"{""administrative"": 1, ""procedure"": 5, ""labor_social"": 1}"
retry,重新審訊,0,8,0,criminal,0.5714,"{""criminal"": 4, ""procedure"": 1, ""administrative"": 2}"
returnable,須……作回報,8,0,0,labor_social,0.2857,"{""labor_social"": 2, ""procedure"": 2, ""civil"": 2, ""criminal"": 1}"
revalidate,延續……效力,5,0,0,administrative,0.4286,"{""criminal"": 2, ""administrative"": 3, ""constitutional"": 1, ""procedure"": 1}"
revaluation,價值重估,8,8,8,civil,0.4286,"{""administrative"": 1, ""criminal"": 2, ""civil"": 3, ""labor_social"": 1}"
reveal,公開,8,8,8,procedure,0.7143,"{""procedure"": 5, ""labor_social"": 1, ""criminal"": 1}"
reversal,不認罪,8,8,8,administrative,0.2857,"{""administrative"": 2, ""criminal"": 2, ""civil"": 1, ""procedure"": 2}"
reverse,反向的舉證責任,8,0,0,criminal,0.5714,"{""criminal"": 4, ""civil"": 1, ""administrative"": 1, ""procedure"": 1}"
revert,復歸予,8,8,8,criminal,0.2857,"{""criminal"": 2, ""administrative"": 2, ""procedure"": 2, ""labor_social"": 1}"
reverter,復歸不確定權,1,0,0,criminal,0.5714,"{""criminal"": 4, ""administrative"": 2, ""procedure"": 1}"
revest,重新歸屬,1,2,1,procedure,0.4286,"{""criminal"": 2, ""administrative"": 1, ""procedure"": 3, ""civil"": 1}"
revested,重新轉歸,2,3,2,procedure,0.5714,"{""criminal"": 1, ""administrative"": 1, ""procedure"": 4, ""civil"": 1}"
revise,調整,8,8,8,administrative,0.4286,"{""administrative"": 3, ""criminal"": 2, ""constitutional"": 1, ""procedure"": 1}"
revised,修改,8,8,8,administrative,0.4286,"{""administrative"": 3, ""procedure"": 2, ""criminal"": 2}"
revision,修改,8,8,8,administrative,0.7143,"{""administrative"": 5, ""international"": 1, ""procedure"": 1}"
revive,令……恢復效力,8,0,0,procedure,0.5714,"{""administrative"": 1, ""criminal"": 1, ""procedure"": 4, ""labor_social"": 1}"
revolt,叛變,1,5,1,criminal,0.5714,"{""procedure"": 1, ""international"": 1, ""criminal"": 4, ""administrative"": 1}"
revolting,令人反感,1,8,1,criminal,0.8571,"{""criminal"": 6, ""procedure"": 1}"
reward,報酬,8,8,8,labor_social,0.7143,"{""labor_social"": 5, ""civil"": 1, ""criminal"": 1}"
rightfully,合法地,4,8,4,criminal,0.5714,"{""criminal"": 4, ""procedure"": 1, ""labor_social"": 1, ""constitutional"": 1}"
riot,暴動,8,8,8,criminal,0.7143,"{""criminal"": 5, ""international"": 1, ""labor_social"": 1}"
rise,法庭散庭,8,0,0,labor_social,0.4286,"{""labor_social"": 3, ""procedure"": 2, ""criminal"": 1, ""administrative"": 1}"
rite,儀式,1,8,1,international,0.2857,"{""constitutional"": 1, ""administrative"": 1, ""international"": 2, ""procedure"": 1, ""criminal"": 1, ""civil"": 1}"
ritual,三合會儀式,5,1,1,international,0.4286,"{""administrative"": 2, ""international"": 3, ""constitutional"": 1, ""civil"": 1}"
rival,競爭者,0,3,0,constitutional,0.2857,"{""procedure"": 1, ""international"": 1, ""criminal"": 1, ""constitutional"": 2, ""civil"": 2}"
river,內河貿易水域,8,1,1,civil,0.4286,"{""constitutional"": 1, ""civil"": 3, ""labor_social"": 2, ""international"": 1}"
RME course,風險管理課程,3,3,3,administrative,0.2857,"{""procedure"": 1, ""administrative"": 2, ""international"": 2, ""civil"": 1, ""labor_social"": 1}"
road,在道路上作出狂暴行為,8,0,0,civil,0.2857,"{""civil"": 2, ""administrative"": 1, ""procedure"": 2, ""labor_social"": 2}"
roadworthy,宜於道路上使用,8,8,8,procedure,0.7143,"{""procedure"": 5, ""labor_social"": 1, ""administrative"": 1}"
rob,搶劫,1,6,1,criminal,0.5714,"{""criminal"": 4, ""constitutional"": 1, ""labor_social"": 1, ""administrative"": 1}"
robust,堅固,8,8,8,administrative,0.4286,"{""administrative"": 3, ""procedure"": 1, ""criminal"": 2, ""international"": 1}"
robustness,穩健度,3,1,1,administrative,0.5714,"{""criminal"": 1, ""administrative"": 4, ""procedure"": 1, ""international"": 1}"
roll-out,服務展開,1,1,1,administrative,0.7143,"{""administrative"": 5, ""civil"": 1, ""labor_social"": 1}"
rotation,輪流挑選,8,1,1,labor_social,0.4286,"{""constitutional"": 2, ""labor_social"": 3, ""administrative"": 1, ""civil"": 1}"
round up,不足百分之一之數亦作百分之一[計算],3,0,0,labor_social,0.5714,"{""labor_social"": 4, ""administrative"": 1, ""civil"": 1, ""procedure"": 1}"
routine,例行程序,8,1,1,administrative,0.5714,"{""administrative"": 4, ""constitutional"": 1, ""labor_social"": 1, ""international"": 1}"
ruinous,有嚴重損害,2,0,0,criminal,0.8571,"{""criminal"": 6, ""civil"": 1}"
run,隨土地轉移,8,4,4,labor_social,0.4286,"{""labor_social"": 3, ""constitutional"": 1, ""administrative"": 1, ""criminal"": 1, ""procedure"": 1}"
run-off,終止殘存責任,1,1,1,criminal,0.4286,"{""criminal"": 3, ""constitutional"": 1, ""labor_social"": 2, ""procedure"": 1}"
safekeeping,妥善看管,8,0,0,administrative,0.4286,"{""international"": 2, ""criminal"": 1, ""administrative"": 3, ""civil"": 1}"
saleable,不能隨時出售,8,3,3,civil,0.5714,"{""labor_social"": 1, ""procedure"": 2, ""civil"": 4}"
sales,銷售量,8,3,3,labor_social,0.5714,"{""civil"": 2, ""international"": 1, ""labor_social"": 4}"
same,相同類別,8,7,7,labor_social,0.4286,"{""constitutional"": 1, ""labor_social"": 3, ""criminal"": 2, ""procedure"": 1}"
sample,代表性的控罪,8,0,0,procedure,0.5714,"{""administrative"": 2, ""procedure"": 4, ""civil"": 1}"
satisfactory,令人信納的證據,8,3,3,procedure,0.2857,"{""procedure"": 2, ""labor_social"": 2, ""administrative"": 1, ""constitutional"": 1, ""international"": 1}"
scale,判刑等級,8,0,0,labor_social,0.7143,"{""labor_social"": 5, ""international"": 1, ""civil"": 1}"
